Date,Daily Sunspot Number,Standard Deviation,Number of Observations,Indicator
28/9/2004,14,2.8,14,1
27/9/2004,26,4.3,14,1
26/9/2004,26,3.1,17,1
25/9/2004,18,2.9,20,1
24/9/2004,18,3.2,17,1
23/9/2004,18,2.9,15,1
22/9/2004,30,4.4,18,1
21/9/2004,42,3,17,1
20/9/2004,47,3.8,19,1
19/9/2004,60,4.2,24,1
18/9/2004,58,4.4,20,1
17/9/2004,63,5.3,25,1
16/9/2004,67,5.8,23,1
15/9/2004,69,6.9,22,1
14/9/2004,56,5,23,1
13/9/2004,69,5.1,20,1
12/9/2004,76,7.1,22,1
11/9/2004,74,6.7,21,1
10/9/2004,77,6.4,21,1
9/9/2004,90,7.7,25,1
8/9/2004,83,7.3,24,1
7/9/2004,67,7.5,20,1
6/9/2004,56,6,22,1
5/9/2004,65,4,19,1
4/9/2004,35,3.9,22,1
3/9/2004,32,3.3,24,1
2/9/2004,14,2.4,21,1
1/9/2004,14,4.4,21,1
31/8/2004,15,2.9,19,1
30/8/2004,17,3.2,22,1
29/8/2004,27,3.2,20,1
28/8/2004,34,3.3,22,1
27/8/2004,36,2.7,14,1
26/8/2004,41,4,24,1
25/8/2004,53,3.6,22,1
24/8/2004,65,4.3,23,1
23/8/2004,96,6.5,22,1
22/8/2004,113,5.9,23,1
21/8/2004,97,5.6,20,1
20/8/2004,85,6.5,22,1
19/8/2004,61,4.1,23,1
18/8/2004,70,7.5,25,1
17/8/2004,75,6.4,19,1
16/8/2004,92,6,25,1
15/8/2004,104,8.5,20,1
14/8/2004,116,7.8,22,1
13/8/2004,130,7.3,20,1
12/8/2004,116,9,21,1
11/8/2004,107,8.2,25,1
10/8/2004,99,5.5,22,1
9/8/2004,85,4.5,20,1
8/8/2004,67,3.8,24,1
7/8/2004,75,5,24,1
6/8/2004,56,4.6,24,1
5/8/2004,36,4.8,23,1
4/8/2004,56,5.7,24,1
3/8/2004,51,3.8,24,1
2/8/2004,48,3.1,25,1
1/8/2004,39,2.7,23,1
31/7/2004,38,2.6,21,1
30/7/2004,39,3.1,22,1
29/7/2004,39,3.3,19,1
28/7/2004,64,6.4,19,1
27/7/2004,90,7.5,18,1
26/7/2004,105,10.2,21,1
25/7/2004,94,8.4,20,1
24/7/2004,113,12.4,24,1
23/7/2004,121,12.2,23,1
22/7/2004,138,12.5,23,1
21/7/2004,144,13.6,25,1
20/7/2004,149,15.1,24,1
19/7/2004,164,14.5,25,1
18/7/2004,153,13.8,26,1
17/7/2004,130,9.6,27,1
16/7/2004,107,9.5,23,1
15/7/2004,135,12.4,22,1
14/7/2004,148,9.1,21,1
13/7/2004,144,10.2,24,1
12/7/2004,89,10.4,19,1
11/7/2004,77,6.5,23,1
10/7/2004,62,4.6,27,1
9/7/2004,44,3.6,23,1
8/7/2004,18,3.7,23,1
7/7/2004,15,3,28,1
6/7/2004,28,3.8,24,1
5/7/2004,26,3.5,22,1
4/7/2004,31,3.5,21,1
3/7/2004,33,2.5,22,1
2/7/2004,33,1.7,25,1
1/7/2004,28,1.8,25,1
30/6/2004,34,2.7,22,1
29/6/2004,40,4,24,1
28/6/2004,46,3.4,22,1
27/6/2004,48,6.6,22,1
26/6/2004,52,8.6,17,1
25/6/2004,57,6.3,19,1
24/6/2004,80,9.6,25,1
23/6/2004,94,9.8,23,1
22/6/2004,117,12.9,20,1
21/6/2004,134,12.4,19,1
20/6/2004,132,9.8,23,1
19/6/2004,106,9.1,22,1
18/6/2004,103,8.7,20,1
17/6/2004,95,7,22,1
16/6/2004,98,5,25,1
15/6/2004,68,4.1,25,1
14/6/2004,54,4.5,26,1
13/6/2004,43,4.7,21,1
12/6/2004,28,1.4,22,1
11/6/2004,37,3.2,17,1
10/6/2004,48,4,19,1
9/6/2004,52,4.9,22,1
8/6/2004,51,6.2,24,1
7/6/2004,57,6.2,25,1
6/6/2004,45,6.8,20,1
5/6/2004,55,4.7,22,1
4/6/2004,55,7.2,17,1
3/6/2004,57,4.7,25,1
2/6/2004,55,3.8,16,1
1/6/2004,54,4.8,20,1
31/5/2004,60,2.7,21,1
30/5/2004,61,4.4,20,1
29/5/2004,54,3.8,23,1
28/5/2004,53,5.4,22,1
27/5/2004,56,4.5,21,1
26/5/2004,76,6.9,24,1
25/5/2004,97,8.1,20,1
24/5/2004,109,6.7,24,1
23/5/2004,104,7.3,21,1
22/5/2004,83,5.2,18,1
21/5/2004,91,3.4,23,1
20/5/2004,104,6,22,1
19/5/2004,102,5.5,22,1
18/5/2004,105,4.5,22,1
17/5/2004,121,6,19,1
16/5/2004,128,8.6,22,1
15/5/2004,102,7.4,25,1
14/5/2004,95,5.3,23,1
13/5/2004,65,6.5,12,1
12/5/2004,70,5.1,19,1
11/5/2004,44,3.4,16,1
10/5/2004,51,4.4,16,1
9/5/2004,42,4.4,14,1
8/5/2004,30,2.6,15,1
7/5/2004,28,6.2,16,1
6/5/2004,35,2.5,19,1
5/5/2004,51,3.7,17,1
4/5/2004,58,3.5,15,1
3/5/2004,56,6.6,20,1
2/5/2004,49,4.8,22,1
1/5/2004,77,9.6,21,1
30/4/2004,51,4.7,19,1
29/4/2004,36,5.5,18,1
28/4/2004,35,2.4,21,1
27/4/2004,39,2.3,20,1
26/4/2004,51,3.6,22,1
25/4/2004,47,5,21,1
24/4/2004,57,6.1,17,1
23/4/2004,65,6.6,22,1
22/4/2004,86,8.5,23,1
21/4/2004,89,7.2,22,1
20/4/2004,89,6.2,20,1
19/4/2004,95,5.8,16,1
18/4/2004,87,3.6,18,1
17/4/2004,75,4.6,18,1
16/4/2004,47,4.7,23,1
15/4/2004,51,3.7,22,1
14/4/2004,63,5.5,21,1
13/4/2004,53,4.9,19,1
12/4/2004,38,4.3,21,1
11/4/2004,20,2,17,1
10/4/2004,20,2,15,1
9/4/2004,23,2.3,18,1
8/4/2004,41,4.9,22,1
7/4/2004,59,5.9,21,1
6/4/2004,60,6.7,20,1
5/4/2004,86,4.9,20,1
4/4/2004,83,5.4,18,1
3/4/2004,71,2.5,24,1
2/4/2004,77,4.5,21,1
1/4/2004,83,7.1,22,1
31/3/2004,85,5.2,23,1
30/3/2004,82,6.4,18,1
29/3/2004,101,8.1,23,1
28/3/2004,116,7.7,18,1
27/3/2004,134,8,21,1
26/3/2004,128,8.8,17,1
25/3/2004,127,5.2,17,1
24/3/2004,87,5.5,13,1
23/3/2004,93,6.3,17,1
22/3/2004,87,5.7,19,1
21/3/2004,73,3.7,21,1
20/3/2004,76,2.4,11,1
19/3/2004,88,5.2,18,1
18/3/2004,82,6.5,17,1
17/3/2004,73,6.4,27,1
16/3/2004,56,3.5,24,1
15/3/2004,49,2.3,23,1
14/3/2004,58,2.1,20,1
13/3/2004,61,3.6,19,1
12/3/2004,73,6.1,13,1
11/3/2004,58,5.6,20,1
10/3/2004,58,3.3,18,1
9/3/2004,58,4.9,20,1
8/3/2004,53,3.6,22,1
7/3/2004,61,3.8,20,1
6/3/2004,59,3.4,21,1
5/3/2004,53,3.5,15,1
4/3/2004,35,3.3,17,1
3/3/2004,40,2.7,21,1
2/3/2004,47,2.6,21,1
1/3/2004,67,2.6,20,1
29/2/2004,82,4.1,19,1
28/2/2004,108,5.9,11,1
27/2/2004,109,7.3,17,1
26/2/2004,86,5.3,19,1
25/2/2004,86,4.7,19,1
24/2/2004,77,3.6,14,1
23/2/2004,90,5.7,14,1
22/2/2004,49,2.8,10,1
21/2/2004,49,6.7,17,1
20/2/2004,42,3.7,20,1
19/2/2004,29,3.3,19,1
18/2/2004,36,3.6,21,1
17/2/2004,29,3.5,15,1
16/2/2004,67,7,18,1
15/2/2004,82,6,17,1
14/2/2004,62,5.4,14,1
13/2/2004,78,3.4,16,1
12/2/2004,78,5.2,16,1
11/2/2004,72,4,14,1
10/2/2004,78,6.3,19,1
9/2/2004,78,5.6,22,1
8/2/2004,73,5.6,21,1
7/2/2004,65,5.2,16,1
6/2/2004,83,10.4,15,1
5/2/2004,101,5,14,1
4/2/2004,98,6.6,16,1
3/2/2004,103,6,19,1
2/2/2004,104,14.8,12,1
1/2/2004,70,8.4,15,1
31/1/2004,62,5.4,15,1
30/1/2004,44,3.5,15,1
29/1/2004,26,4.5,20,1
28/1/2004,13,5,18,1
27/1/2004,0,2,12,1
26/1/2004,21,7,13,1
25/1/2004,26,4.2,19,1
24/1/2004,55,3.8,20,1
23/1/2004,68,3.6,19,1
22/1/2004,80,3.5,17,1
21/1/2004,99,5.1,18,1
20/1/2004,99,7.6,18,1
19/1/2004,88,7.5,15,1
18/1/2004,70,4.3,17,1
17/1/2004,80,5.1,9,1
16/1/2004,81,5.5,20,1
15/1/2004,70,6.3,17,1
14/1/2004,55,4.9,13,1
13/1/2004,57,3.6,12,1
12/1/2004,47,2.8,12,1
11/1/2004,52,4.4,13,1
10/1/2004,58,3.8,19,1
9/1/2004,62,6,17,1
8/1/2004,86,7.4,15,1
7/1/2004,81,5.5,16,1
6/1/2004,63,7.6,15,1
5/1/2004,71,6.1,16,1
4/1/2004,75,3,14,1
3/1/2004,73,3.7,19,1
2/1/2004,65,3,18,1
1/1/2004,52,8.3,10,1
31/12/2003,19,1.9,10,1
30/12/2003,26,3.6,13,1
29/12/2003,40,3.4,17,1
28/12/2003,53,5.3,14,1
27/12/2003,48,3,17,1
26/12/2003,62,5.5,14,1
25/12/2003,68,8.9,13,1
24/12/2003,92,9,15,1
23/12/2003,118,7.9,13,1
22/12/2003,115,7.3,17,1
21/12/2003,93,6.9,13,1
20/12/2003,115,5.1,12,1
19/12/2003,110,5.6,15,1
18/12/2003,110,5.9,19,1
17/12/2003,106,4.8,19,1
16/12/2003,61,8.3,15,1
15/12/2003,47,2.1,16,1
14/12/2003,48,3.2,16,1
13/12/2003,44,4.5,13,1
12/12/2003,39,4.6,11,1
11/12/2003,39,3.8,9,1
10/12/2003,39,4.9,18,1
9/12/2003,25,3.4,18,1
8/12/2003,40,2.5,19,1
7/12/2003,50,2.7,21,1
6/12/2003,70,3.3,12,1
5/12/2003,92,5.8,8,1
4/12/2003,103,5.2,9,1
3/12/2003,112,3.3,14,1
2/12/2003,112,4.6,13,1
1/12/2003,143,10.6,8,1
30/11/2003,143,5.5,10,1
29/11/2003,139,7.7,11,1
28/11/2003,149,8.1,14,1
27/11/2003,163,8.5,10,1
26/11/2003,147,9.7,11,1
25/11/2003,151,9.9,10,1
24/11/2003,132,9.2,13,1
23/11/2003,134,8.9,14,1
22/11/2003,102,7.7,17,1
21/11/2003,119,7.4,11,1
20/11/2003,111,6.8,12,1
19/11/2003,86,3.8,13,1
18/11/2003,64,4.6,10,1
17/11/2003,42,2.3,11,1
16/11/2003,52,3.2,14,1
15/11/2003,41,5.3,18,1
14/11/2003,28,2.3,18,1
13/11/2003,26,3.2,21,1
12/11/2003,14,1.7,17,1
11/11/2003,37,5.8,14,1
10/11/2003,48,2.2,14,1
9/11/2003,48,2.3,18,1
8/11/2003,26,6.5,20,1
7/11/2003,15,6,20,1
6/11/2003,11,2.5,19,1
5/11/2003,15,2.4,23,1
4/11/2003,64,4.7,17,1
3/11/2003,89,7.7,19,1
2/11/2003,138,9.7,13,1
1/11/2003,153,14.1,11,1
31/10/2003,239,16.7,14,1
30/10/2003,250,17,14,1
29/10/2003,250,13,16,1
28/10/2003,247,19.5,19,1
27/10/2003,199,16.2,19,1
26/10/2003,133,9.4,16,1
25/10/2003,132,12.2,20,1
24/10/2003,112,10.9,19,1
23/10/2003,91,6.6,19,1
22/10/2003,87,10.8,14,1
21/10/2003,88,6.9,16,1
20/10/2003,70,5.4,16,1
19/10/2003,61,3.4,23,1
18/10/2003,61,4,22,1
17/10/2003,45,7.4,23,1
16/10/2003,28,2.1,24,1
15/10/2003,19,3.5,22,1
14/10/2003,19,10.2,19,1
13/10/2003,19,3.3,25,1
12/10/2003,37,3.8,21,1
11/10/2003,66,4.7,17,1
10/10/2003,67,5.5,18,1
9/10/2003,70,5.7,18,1
8/10/2003,64,6.5,16,1
7/10/2003,61,6.5,16,1
6/10/2003,61,6.1,14,1
5/10/2003,75,6.5,20,1
4/10/2003,73,5.8,19,1
3/10/2003,93,4.8,15,1
2/10/2003,102,3.8,20,1
1/10/2003,114,8.4,16,1
30/9/2003,106,5.2,22,1
29/9/2003,119,6.7,22,1
28/9/2003,115,6.3,21,1
27/9/2003,127,7.3,24,1
26/9/2003,124,6.9,21,1
25/9/2003,108,6.1,22,1
24/9/2003,103,5.7,18,1
23/9/2003,105,6.4,23,1
22/9/2003,92,6,27,1
21/9/2003,81,7.6,21,1
20/9/2003,74,3.7,21,1
19/9/2003,84,3.8,26,1
18/9/2003,94,4.6,25,1
17/9/2003,94,4.1,26,1
16/9/2003,74,5.7,24,1
15/9/2003,68,7.2,25,1
14/9/2003,53,4.6,25,1
13/9/2003,48,3.4,23,1
12/9/2003,47,2.6,19,1
11/9/2003,55,3.4,24,1
10/9/2003,40,5,19,1
9/9/2003,27,4.1,24,1
8/9/2003,40,9.6,21,1
7/9/2003,48,6.2,22,1
6/9/2003,60,6.3,25,1
5/9/2003,63,4,24,1
4/9/2003,81,4.7,21,1
3/9/2003,76,6.2,25,1
2/9/2003,74,4.5,25,1
1/9/2003,74,10.6,20,1
31/8/2003,103,7.1,18,1
30/8/2003,117,6.6,23,1
29/8/2003,135,5.8,19,1
28/8/2003,151,9.5,20,1
27/8/2003,143,9.8,24,1
26/8/2003,141,11.7,21,1
25/8/2003,130,8.9,23,1
24/8/2003,130,6.5,26,1
23/8/2003,121,8.4,21,1
22/8/2003,109,8.5,22,1
21/8/2003,92,6,24,1
20/8/2003,98,10.4,24,1
19/8/2003,92,6,24,1
18/8/2003,106,6.7,20,1
17/8/2003,117,9.5,19,1
16/8/2003,116,7.9,19,1
15/8/2003,106,6.3,22,1
14/8/2003,100,8.4,21,1
13/8/2003,111,6.8,26,1
12/8/2003,113,6.3,23,1
11/8/2003,114,6.1,25,1
10/8/2003,114,6.8,25,1
9/8/2003,111,4.9,23,1
8/8/2003,109,4.1,27,1
7/8/2003,124,5.6,26,1
6/8/2003,132,6.1,26,1
5/8/2003,138,6.9,26,1
4/8/2003,116,5.5,26,1
3/8/2003,121,4.6,24,1
2/8/2003,89,5.3,27,1
1/8/2003,78,7.9,27,1
31/7/2003,65,4,25,1
30/7/2003,59,3.9,21,1
29/7/2003,66,3.2,17,1
28/7/2003,77,4,26,1
27/7/2003,51,5.9,23,1
26/7/2003,43,2.9,20,1
25/7/2003,72,7.6,24,1
24/7/2003,120,5.6,24,1
23/7/2003,154,6.5,21,1
22/7/2003,190,7.8,23,1
21/7/2003,225,8.4,24,1
20/7/2003,248,13.3,23,1
19/7/2003,197,13.5,21,1
18/7/2003,186,10.2,21,1
17/7/2003,173,8.1,21,1
16/7/2003,162,8.8,24,1
15/7/2003,162,8.5,23,1
14/7/2003,148,7,20,1
13/7/2003,148,6.9,19,1
12/7/2003,105,7.8,22,1
11/7/2003,94,7.2,22,1
10/7/2003,114,6.9,23,1
9/7/2003,139,7.6,23,1
8/7/2003,137,7.2,21,1
7/7/2003,131,8.7,22,1
6/7/2003,97,10.1,20,1
5/7/2003,86,6.6,23,1
4/7/2003,103,9.7,20,1
3/7/2003,123,11.7,17,1
2/7/2003,149,7.2,24,1
1/7/2003,154,8.2,20,1
30/6/2003,141,7.9,23,1
29/6/2003,144,8.6,24,1
28/6/2003,143,8.4,17,1
27/6/2003,143,4.5,21,1
26/6/2003,126,5.6,20,1
25/6/2003,117,6,24,1
24/6/2003,104,7,20,1
23/6/2003,101,3.7,21,1
22/6/2003,94,9.9,24,1
21/6/2003,95,7.5,26,1
20/6/2003,114,6,26,1
19/6/2003,117,4.7,19,1
18/6/2003,104,6.6,21,1
17/6/2003,86,5.8,19,1
16/6/2003,87,4.4,19,1
15/6/2003,97,8.5,19,1
14/6/2003,124,7,20,1
13/6/2003,147,8.6,23,1
12/6/2003,176,10.3,21,1
11/6/2003,178,10.6,25,1
10/6/2003,170,15,20,1
9/6/2003,170,12.7,26,1
8/6/2003,155,8,26,1
7/6/2003,150,7.9,21,1
6/6/2003,132,9.2,28,1
5/6/2003,91,9.1,25,1
4/6/2003,72,5.3,20,1
3/6/2003,61,3.7,25,1
2/6/2003,58,3.8,26,1
1/6/2003,64,5.6,23,1
31/5/2003,67,3.9,18,1
30/5/2003,70,4.8,20,1
29/5/2003,89,5.7,21,1
28/5/2003,99,5.9,21,1
27/5/2003,91,7.4,19,1
26/5/2003,83,5.5,18,1
25/5/2003,62,5.6,21,1
24/5/2003,59,6,17,1
23/5/2003,91,9.3,19,1
22/5/2003,103,7.5,15,1
21/5/2003,79,5.7,16,1
20/5/2003,97,6,19,1
19/5/2003,76,4.4,14,1
18/5/2003,70,6,19,1
17/5/2003,62,6.4,17,1
16/5/2003,81,6,22,1
15/5/2003,79,3.8,18,1
14/5/2003,68,3.9,18,1
13/5/2003,65,4.7,24,1
12/5/2003,60,5.6,21,1
11/5/2003,57,6.7,19,1
10/5/2003,27,2.5,24,1
9/5/2003,32,3,20,1
8/5/2003,52,5.2,21,1
7/5/2003,103,8.8,21,1
6/5/2003,124,5.2,17,1
5/5/2003,148,5.7,19,1
4/5/2003,153,8.2,25,1
3/5/2003,151,7.5,23,1
2/5/2003,137,6.8,19,1
1/5/2003,157,15.4,21,1
30/4/2003,160,7.9,15,1
29/4/2003,178,8.3,21,1
28/4/2003,163,8.7,20,1
27/4/2003,168,10.6,17,1
26/4/2003,140,9.6,17,1
25/4/2003,145,6.6,18,1
24/4/2003,119,6.4,17,1
23/4/2003,119,10.9,19,1
22/4/2003,122,6.5,23,1
21/4/2003,95,8.2,23,1
20/4/2003,73,4.5,18,1
19/4/2003,55,5.4,19,1
18/4/2003,44,6.6,22,1
17/4/2003,31,4.8,23,1
16/4/2003,26,4.5,27,1
15/4/2003,47,3.6,20,1
14/4/2003,57,2.2,25,1
13/4/2003,62,2.4,25,1
12/4/2003,60,6.9,18,1
11/4/2003,41,2.8,19,1
10/4/2003,62,7.2,18,1
9/4/2003,69,5.1,22,1
8/4/2003,55,3,21,1
7/4/2003,78,4.8,25,1
6/4/2003,85,5.6,24,1
5/4/2003,98,4.8,20,1
4/4/2003,117,7,21,1
3/4/2003,147,7.8,22,1
2/4/2003,168,8.5,18,1
1/4/2003,152,4.7,22,1
31/3/2003,168,8.7,23,1
30/3/2003,185,7.7,26,1
29/3/2003,185,9.9,20,1
28/3/2003,150,7.6,25,1
27/3/2003,134,7.7,24,1
26/3/2003,115,8.7,22,1
25/3/2003,86,5.6,19,1
24/3/2003,54,5.5,26,1
23/3/2003,45,4.7,24,1
22/3/2003,13,2.5,22,1
21/3/2003,38,7,23,1
20/3/2003,48,3.4,22,1
19/3/2003,64,3.4,24,1
18/3/2003,71,3.9,21,1
17/3/2003,68,5.5,19,1
16/3/2003,102,5.1,23,1
15/3/2003,104,4.9,18,1
14/3/2003,96,7.2,22,1
13/3/2003,74,4.3,24,1
12/3/2003,92,5.3,16,1
11/3/2003,114,5.3,11,1
10/3/2003,117,9.4,19,1
9/3/2003,147,14.4,20,1
8/3/2003,109,8.5,24,1
7/3/2003,130,14.3,20,1
6/3/2003,104,7.9,18,1
5/3/2003,107,10.9,18,1
4/3/2003,132,11.2,15,1
3/3/2003,94,5.1,14,1
2/3/2003,97,7.7,16,1
1/3/2003,79,3.8,15,1
28/2/2003,56,3.9,24,1
27/2/2003,71,5.6,23,1
26/2/2003,49,6.8,22,1
25/2/2003,53,2.5,22,1
24/2/2003,46,2.7,20,1
23/2/2003,46,4.2,20,1
22/2/2003,56,5.3,19,1
21/2/2003,76,4.4,19,1
20/2/2003,72,4.6,19,1
19/2/2003,54,3.8,21,1
18/2/2003,33,4.8,15,1
17/2/2003,16,2.3,25,1
16/2/2003,33,5.7,21,1
15/2/2003,51,10.2,21,1
14/2/2003,74,5.1,25,1
13/2/2003,97,4.8,23,1
12/2/2003,117,4.5,18,1
11/2/2003,120,4.4,14,1
10/2/2003,120,4.5,16,1
9/2/2003,153,9.4,17,1
8/2/2003,143,7.1,15,1
7/2/2003,135,6.4,15,1
6/2/2003,112,7.5,17,1
5/2/2003,82,5.9,18,1
4/2/2003,58,8.1,15,1
3/2/2003,59,7,17,1
2/2/2003,71,7.3,17,1
1/2/2003,66,5.5,20,1
31/1/2003,69,6.5,16,1
30/1/2003,104,8.2,17,1
29/1/2003,141,5.8,17,1
28/1/2003,142,6.2,14,1
27/1/2003,142,8.4,11,1
26/1/2003,121,5.8,14,1
25/1/2003,99,5.6,17,1
24/1/2003,127,4.5,18,1
23/1/2003,117,3.8,8,1
22/1/2003,144,4.7,13,1
21/1/2003,114,10.6,15,1
20/1/2003,156,6,13,1
19/1/2003,146,12.6,14,1
18/1/2003,129,7,13,1
17/1/2003,136,6,20,1
16/1/2003,141,5.4,19,1
15/1/2003,141,5.7,12,1
14/1/2003,157,11.3,10,1
13/1/2003,157,9.7,10,1
12/1/2003,174,9.9,20,1
11/1/2003,196,6.7,22,1
10/1/2003,196,10.7,19,1
9/1/2003,182,10.4,20,1
8/1/2003,181,6.4,21,1
7/1/2003,151,6.6,15,1
6/1/2003,144,5.6,20,1
5/1/2003,114,6.7,18,1
4/1/2003,109,6.4,17,1
3/1/2003,110,6.6,11,1
2/1/2003,45,4.6,12,1
1/1/2003,52,4.1,16,1
31/12/2002,55,5.7,14,1
30/12/2002,49,6.2,10,1
29/12/2002,52,4.5,13,1
28/12/2002,45,4,16,1
27/12/2002,49,3,8,1
26/12/2002,54,4.1,18,1
25/12/2002,59,4.6,14,1
24/12/2002,95,6.6,15,1
23/12/2002,126,14.2,12,1
22/12/2002,174,8.2,10,1
21/12/2002,187,8.3,9,1
20/12/2002,208,14.8,13,1
19/12/2002,224,16,18,1
18/12/2002,224,12.9,16,1
17/12/2002,234,13.5,11,1
16/12/2002,216,8.7,10,1
15/12/2002,199,11.8,12,1
14/12/2002,208,9.5,17,1
13/12/2002,126,7.9,14,1
12/12/2002,109,16.1,19,1
11/12/2002,124,12.1,21,1
10/12/2002,157,9.9,18,1
9/12/2002,179,9.4,19,1
8/12/2002,164,10.4,12,1
7/12/2002,132,4.2,7,1
6/12/2002,137,3.9,6,1
5/12/2002,137,8.8,17,1
4/12/2002,134,8.6,7,1
3/12/2002,107,9.8,11,1
2/12/2002,110,10.1,12,1
1/12/2002,121,7,9,1
30/11/2002,94,5.5,14,1
29/11/2002,94,4.2,16,1
28/11/2002,108,6.3,18,1
27/11/2002,105,6.7,19,1
26/11/2002,76,6.7,16,1
25/11/2002,86,6.6,12,1
24/11/2002,103,5.2,20,1
23/11/2002,119,4.4,13,1
22/11/2002,122,5.1,15,1
21/11/2002,126,5.8,12,1
20/11/2002,145,7.1,20,1
19/11/2002,114,9.6,13,1
18/11/2002,128,9.8,16,1
17/11/2002,140,9.2,14,1
16/11/2002,137,8.7,9,1
15/11/2002,157,11.1,16,1
14/11/2002,160,5.1,15,1
13/11/2002,145,7,16,1
12/11/2002,154,8.5,17,1
11/11/2002,176,8.4,18,1
10/11/2002,194,8.9,16,1
9/11/2002,199,10.4,18,1
8/11/2002,188,13.1,15,1
7/11/2002,223,9.7,13,1
6/11/2002,211,9.1,19,1
5/11/2002,188,7.6,22,1
4/11/2002,165,11.4,13,1
3/11/2002,190,12.3,16,1
2/11/2002,177,8,17,1
1/11/2002,191,5.2,12,1
31/10/2002,171,7.2,16,1
30/10/2002,186,9.4,16,1
29/10/2002,177,9.3,19,1
28/10/2002,135,7.1,26,1
27/10/2002,130,6.7,17,1
26/10/2002,126,6.4,19,1
25/10/2002,119,5.5,18,1
24/10/2002,113,7,18,1
23/10/2002,119,8.3,19,1
22/10/2002,136,8,16,1
21/10/2002,144,9.5,13,1
20/10/2002,189,8.4,14,1
19/10/2002,186,12,18,1
18/10/2002,183,10.2,15,1
17/10/2002,171,8.4,17,1
16/10/2002,199,5.6,16,1
15/10/2002,180,7.5,14,1
14/10/2002,177,7.3,15,1
13/10/2002,185,7.9,15,1
12/10/2002,189,7,11,1
11/10/2002,188,11.2,17,1
10/10/2002,200,8.8,23,1
9/10/2002,164,9.9,20,1
8/10/2002,157,8.7,17,1
7/10/2002,123,8,21,1
6/10/2002,126,6.3,17,1
5/10/2002,118,8,18,1
4/10/2002,93,6.7,23,1
3/10/2002,104,5.3,18,1
2/10/2002,109,7.9,21,1
1/10/2002,90,5.1,16,1
30/9/2002,110,7.7,19,1
29/9/2002,130,7.1,21,1
28/9/2002,137,9.6,15,1
27/9/2002,154,9.8,17,1
26/9/2002,154,4.9,9,1
25/9/2002,190,5.5,13,1
24/9/2002,177,10.6,20,1
23/9/2002,192,9.6,17,1
22/9/2002,185,11.6,14,1
21/9/2002,182,9.4,16,1
20/9/2002,195,9,24,1
19/9/2002,192,7.9,22,1
18/9/2002,207,9.8,20,1
17/9/2002,199,9.6,14,1
16/9/2002,170,8.1,15,1
15/9/2002,166,10.3,17,1
14/9/2002,149,9.5,17,1
13/9/2002,187,9.6,19,1
12/9/2002,187,14.5,25,1
11/9/2002,187,11.2,13,1
10/9/2002,202,12.5,21,1
9/9/2002,199,10.2,20,1
8/9/2002,213,8.4,23,1
7/9/2002,206,14.3,16,1
6/9/2002,202,10.9,21,1
5/9/2002,226,8,21,1
4/9/2002,247,13.9,19,1
3/9/2002,252,11.9,22,1
2/9/2002,233,6.9,20,1
1/9/2002,206,10.4,24,1
31/8/2002,160,9.9,21,1
30/8/2002,146,7.9,25,1
29/8/2002,124,7.2,24,1
28/8/2002,122,8.6,23,1
27/8/2002,121,8.6,20,1
26/8/2002,119,6,23,1
25/8/2002,148,10.3,21,1
24/8/2002,149,9.2,22,1
23/8/2002,186,11,18,1
22/8/2002,172,10.1,22,1
21/8/2002,192,11.9,21,1
20/8/2002,211,9.4,19,1
19/8/2002,248,13.5,20,1
18/8/2002,270,13,20,1
17/8/2002,281,13.5,22,1
16/8/2002,263,12.5,25,1
15/8/2002,279,13.1,22,1
14/8/2002,267,13.8,24,1
13/8/2002,202,12.2,23,1
12/8/2002,177,5.9,18,1
11/8/2002,149,8.9,20,1
10/8/2002,110,5.5,18,1
9/8/2002,110,9.2,19,1
8/8/2002,115,12.3,23,1
7/8/2002,133,7.1,22,1
6/8/2002,131,6.9,18,1
5/8/2002,127,5.9,19,1
4/8/2002,143,5.8,24,1
3/8/2002,183,8.2,22,1
2/8/2002,199,6.8,24,1
1/8/2002,207,7.8,21,1
31/7/2002,239,10.5,20,1
30/7/2002,281,18.7,17,1
29/7/2002,293,18.1,20,1
28/7/2002,310,22.3,20,1
27/7/2002,294,21.5,18,1
26/7/2002,265,20,21,1
25/7/2002,215,11.1,20,1
24/7/2002,209,11.2,24,1
23/7/2002,196,12.8,17,1
22/7/2002,147,8.7,20,1
21/7/2002,124,7.7,24,1
20/7/2002,124,7.9,21,1
19/7/2002,134,8.2,21,1
18/7/2002,149,9.8,24,1
17/7/2002,147,7.7,20,1
16/7/2002,160,9.9,23,1
15/7/2002,155,10.8,19,1
14/7/2002,126,7.9,20,1
13/7/2002,116,8.3,19,1
12/7/2002,84,6.4,22,1
11/7/2002,99,5.4,24,1
10/7/2002,94,6.4,17,1
9/7/2002,103,5.9,23,1
8/7/2002,102,6.6,23,1
7/7/2002,107,5.8,21,1
6/7/2002,121,8.6,17,1
5/7/2002,142,5.2,16,1
4/7/2002,133,7.2,24,1
3/7/2002,129,8.6,17,1
2/7/2002,99,6.1,21,1
1/7/2002,94,5.4,15,1
30/6/2002,105,7.5,17,1
29/6/2002,96,4.8,18,1
28/6/2002,88,5.9,20,1
27/6/2002,96,5.3,15,1
26/6/2002,108,4.8,19,1
25/6/2002,111,4.5,17,1
24/6/2002,108,5.4,21,1
23/6/2002,95,6.3,19,1
22/6/2002,83,3.8,22,1
